UEN,TRUE_IE,$,account,accreditation,add card,add to bag,add to cart,advert,adwords,alipay,american express,android,animation,atome,auction,automat,automobile,award,b2b,b2c,bag,bank,big,bigcommerce,blog,book,breakfast,buy,car,card,career,carousell,cart,cash,cash back,cashback,casino,check out,client,cloud,complete,consultancy,consultation,contact,contact form,customer,cyber,data,dating,deals,deliver,deliveroo,develop,development,domain,e-store,e-ticket,e-wallet,ecommerce,email,emarketing,enets,enquiry,enrol,equipment,escort,estore,facebook,favepay,firewall,foodpanda,form,free,game,get in touch,gift card,giftcard,goods,google pay,grab,grabpay,hack,hangout,hoolah,hostel,hosting,hotel,housing,instagram,intelligence,interactive,investor relations,iphone,job,kiosk,lazada,learn,linkedin,log in,log out,login,machine,magazine,magento,mail,mailing,mailing list,managed,marketing,marketplace,mastercard,media,member,menu,message,mobile,movie,multimedia,music,name,network,news,news alert,newsletter,offers,online,online store,order,partners,password,pay,paylah,paylater,payment,paynow,paypal,phone number,platform,premium,price,privacy,product,projects,promotion,purchase,qoo10,recognition,recruit,rent,research,reserv,restaurant,return,review,risk,robot,s$,sale,science,seo,serie,server,service,sgd,shipping,shop,shop pay,shopee,shopify,shopping bag,sign in,sign out,sign up,singtel dash,skype,snapchat,social media,software,spyware,store,stream,subject,submit,subscri,supply,tablet,testimonial,ticket,tiktok,topup,transfer,travel,trial,tuition,tutor,tutorial,tv,twitter,unionpay,usd,username,video,virtual,virus,visa,vlog,voucher,vpn,wallet,web design,webdesign,what we do,wishlist,wix,woocommerce,youtube,predict,sum
200817380E,C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,218.0
200903063H,C,1,1,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,2,9,1,1,7,4,1,1,2,1,1,1,1,1,1,1,4,1,1,16,1,1,1,304,1,1,5,1,1,1,2,1,1,1,1,6,1,1,3,1,1,1,1,9,1,1,1,45,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,8,1,1,2,1,1,1,126,3,240,7,82,1,1,1,41,2,3,1,3,1,1,1,54,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,13,1,14,24,2,4,1,6,1,1,1,6,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,8,1,1,1,1,1,1,1,1,3,1,1,1,5,9,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1286.0
200905743W,C,367,51,3,3,3,115,3,3,3,3,4,25,3,3,3,3,3,3,6,15,3,3,3,4,3,3,3,807,280,3,3,518,3,3,3,3,3,4,3,27,3,3,98,5,8,3,1316,3,3,13,3,9,3,3,3,3,3,3,20,3,3,3,3,3,3,3,3,3,3,3,297,17,14,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,63,3,3,3,29,3,3,3,6,3,3,152,3,674,24,24,3,3,3,233,3,3,3,3,3,1376,3,217,3,30,62,3,3,60,3,3,3,3,7,650,21,1686,3,3,6,3,3,3,147,3,3,3,64,23,3,7,3,9,3,25,3,3,9,35,108,290,3,3,3,3,6,3,3,3,3,3,3,22,3,3,3,6,27,3,3,3,3,3,3,3,51,3,66,3,3,3,9,10,3,24,15,12,3,3,3,3,3,3,3,3,3,3,1118,3,617,3,,12496.0
200909633R,C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,228.0
200909633R,C,70,5,3,3,3,3,3,3,3,6,3,30,3,3,3,3,3,3,3,16,3,10,3,3,18,3,3,362,29,3,3,170,3,3,3,3,4,33,15,11,3,3,39,4,4,3,835,4,3,6,3,4,3,3,3,3,3,3,42,3,3,3,3,3,3,3,18,3,3,3,473,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,3,4,3,3,3,3,3,3,21,3,3,3,46,6,6,3,3,3,9,166,5,132,58,160,3,3,3,272,4,45,3,45,3,7,3,253,3,3,45,3,3,21,3,9,3,9,8,105,12,784,3,3,8,3,3,3,66,3,5,3,131,12,3,19,3,7,3,3,3,3,12,47,9,168,3,3,3,3,3,3,6,3,3,3,3,3,3,9,3,6,43,3,3,3,3,3,3,3,4,3,6,3,3,3,17,6,3,9,3,3,3,3,9,3,3,6,3,3,3,3,3,3,3,3,,5495.0
200915417W,C,6,50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,2,2,16,2,2,30,2,2,232,4,10,2,222,2,2,2,2,2,2,8,4,2,2,71,2,3,2,1449,2,2,2,2,2,2,4,2,2,2,2,27,2,2,2,2,2,2,2,23,2,2,2,565,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,27,2,2,2,2,2,2,293,2,1210,13,4,2,2,2,177,2,2,2,2,2,2,2,550,2,3,19,2,2,14,2,7,5,2,2,106,2,146,2,10,2,2,2,2,69,2,6,3,24,66,2,16,2,2,2,4,2,2,2,2,2,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,88,8,2,2,2,2,2,2,2,2,7,2,2,2,15,14,2,2,2,91,2,2,2,2,2,2,2,2,2,2,2,2,798,4,,6882.0
200916170K,C,87,146,4,4,4,10,4,4,4,13,4,480,109,4,8,4,13,4,8,4,9,16,4,67,124,4,28,807,40,4,4,405,4,4,4,4,4,24,234,30,4,14,107,5,157,8,2655,4,4,137,4,10,9,72,141,4,4,8,187,4,4,4,4,5,4,4,100,4,4,4,1734,183,9,4,4,16,78,4,72,19,4,4,4,4,4,7,4,40,4,12,4,12,12,4,4,16,4,4,4,61,7,4,4,189,4,4,4,4,4,21,437,4,1376,75,84,5,4,4,1245,8,56,4,8,12,241,65,2677,4,95,254,4,28,132,4,20,7,12,4,606,15,2263,4,5,54,4,4,4,395,5,23,10,190,322,10,16,4,1725,5,4,137,20,87,48,86,1738,4,12,865,4,4,4,28,4,4,4,4,7,4,399,8,8,56,104,8,4,4,4,4,4,41,29,17,4,4,4,47,16,4,4,5,12,4,7,23,4,4,4,16,4,4,4,32,4,4,4,,25502.0
200916170K,C,17,27,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,5,1,1,1,6,23,1,1,105,6,1,1,95,1,1,1,1,1,2,1,6,1,1,18,1,1,1,65,3,5,1,1,4,1,4,1,1,1,5,35,1,1,1,1,1,1,1,23,1,1,1,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,1,1,1,1,4,3,1,18,1,1,1,42,1,1,1,1,1,1,63,6,515,5,27,1,1,1,76,1,17,1,7,1,2,1,70,1,14,2,1,1,2,1,1,3,2,1,24,6,213,1,11,2,1,1,1,15,2,1,1,17,2,1,10,1,5,1,4,1,1,3,2,1,29,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,8,17,1,4,1,1,10,1,1,1,7,1,1,1,12,4,1,1,9,3,1,1,1,1,1,1,1,1,1,1,14,1,81,2,,2080.0
200916410W,B,4,3,3,3,3,3,3,3,3,3,3,8,3,3,3,3,3,3,3,3,3,3,3,11,3,3,3,80,3,3,3,39,3,3,3,3,3,3,4,11,3,3,50,3,3,3,310,3,3,3,3,3,3,3,3,3,3,3,27,3,3,3,3,3,3,3,3,3,3,3,192,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,5,12,3,3,6,3,3,3,46,3,3,3,3,3,3,118,9,712,39,22,3,3,3,128,7,15,3,9,3,3,3,34,18,3,3,3,3,3,3,3,4,4,3,15,3,6,3,3,3,3,3,3,46,3,6,3,18,3,3,12,3,3,3,5,3,17,156,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,14,9,3,3,3,3,3,3,3,3,3,3,3,3,3,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,81,3,,2846.0
200916410W,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
200917249C,B,492,64,3,3,3,3,4,3,3,6,3,3,3,3,3,3,3,7,3,57,3,9,3,4,45,3,8,276,79,3,3,120,4,3,3,3,3,36,83,18,3,3,104,3,50,3,877,6,3,6,3,7,7,30,6,3,3,3,52,3,3,3,3,3,3,3,45,3,3,3,500,25,15,3,3,3,3,6,3,3,4,3,3,3,3,3,3,31,3,3,3,9,3,3,3,3,3,9,3,19,3,3,3,55,3,3,3,5,3,9,389,5,860,7,45,3,3,3,347,6,35,3,35,16,39,3,104,3,10,205,3,3,77,3,26,6,3,4,30,20,51,3,292,46,3,3,3,311,3,19,3,113,10,4,3,3,8,3,3,3,6,44,21,35,1414,6,3,564,18,3,3,6,3,3,3,6,4,3,70,3,8,12,11,3,8,3,3,3,3,4,3,15,3,4,3,36,42,9,291,6,7,3,4,15,3,3,3,12,3,3,3,3,3,3,3,,9341.0
200917249C,B,166,19,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,7,3,25,3,5,3,3,18,3,4,128,51,3,3,42,3,3,3,3,3,14,30,7,3,3,21,3,16,3,317,4,3,3,3,4,4,12,4,3,3,3,19,3,3,3,3,3,3,3,18,3,3,3,158,25,7,3,3,3,3,4,3,3,3,3,3,3,3,3,3,14,3,3,3,5,3,3,3,3,3,5,3,8,3,3,3,19,3,3,3,3,3,5,189,3,288,4,39,3,3,3,117,4,19,3,19,7,28,3,53,3,4,65,3,3,24,3,9,3,3,3,10,7,14,3,290,5,3,3,3,105,3,5,3,38,5,3,3,3,4,3,3,3,8,5,9,19,622,4,3,247,8,3,3,4,3,3,3,4,3,3,25,3,3,6,7,3,5,3,3,3,3,3,3,7,3,3,3,14,17,5,99,3,7,3,3,7,3,3,3,6,3,3,3,3,3,3,3,,4078.0
201008220H,C,14,35,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,163,1,1,1,159,1,1,1,1,1,1,1,2,1,1,18,1,1,1,212,3,1,3,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,1,1,1,48,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,29,1,1,1,1,1,1,1,15,1,1,1,1,1,1,16,1,181,6,7,1,1,1,22,1,6,1,6,2,1,1,31,1,1,4,1,1,4,1,1,1,1,1,166,6,723,1,10,2,1,1,1,50,1,2,1,13,2,1,2,1,51,1,1,1,1,49,45,30,419,1,1,1,1,2,1,2,1,1,1,1,1,1,1,19,1,10,2,1,1,1,1,1,1,1,1,3,1,1,1,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,101,1,131,1,,3026.0
201008220H,C,45,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,4,20,35,2,2,2,10,2,2,2,2,2,2,2,2,2,2,2,2,4,2,41,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,16,2,2,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,4,2,2,2,4,2,6,2,4,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,30,2,4,2,2,2,2,8,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,18,2,2,2,2,2,2,6,2,2,2,2,2,2,18,2,2,2,2,2,2,12,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,714.0
201008220H,C,45,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,4,20,35,2,2,2,10,2,2,2,2,2,2,2,2,2,2,2,2,4,2,41,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,16,2,2,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,4,2,2,2,4,2,6,2,4,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,30,2,4,2,2,2,2,8,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,18,2,2,2,2,2,2,6,2,2,2,2,2,2,18,2,2,2,2,2,2,12,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,714.0
201008220H,C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,54,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,301.0
201008220H,C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,231.0
201008220H,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
201008781H,B,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,2,2,105,84,8,2,14,2,2,2,2,2,3,2,2,2,2,14,2,2,2,37,2,2,3,2,3,2,2,2,2,2,2,4,2,2,4,2,2,2,2,4,2,2,2,9,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,3,2,2,4,2,2,2,2,2,2,4,2,36,2,2,2,2,2,8,3,10,2,2,2,2,2,3,3,2,3,2,2,3,2,2,2,2,3,2,2,3,3,2,4,2,4,3,5,2,3,2,2,2,2,2,2,4,2,2,2,2,32,2,12,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,3,2,2,2,2,2,2,2,2,2,3,4,2,2,2,3,6,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,,832.0
201100168E,B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,217.0
201107996M,B,38,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,1,1,1,1,1,1,9,1,1,1,7,1,1,1,55,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,17,1,30,3,6,1,1,1,19,1,9,1,1,1,1,1,29,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,8,1,2,1,11,3,1,2,1,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,602.0
201111123N,C,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,6,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,5,2,2,2,2,14,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,491.0
201111123N,C,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,219.0
201115954E,C,88,108,4,4,4,17,4,4,4,4,4,473,4,4,4,4,4,4,8,4,4,17,4,25,70,4,11,938,16,4,4,877,10,4,10,4,15,56,101,41,4,4,72,4,138,4,2289,4,4,16,4,8,8,64,8,4,4,8,128,4,4,4,4,4,4,4,70,4,4,4,1499,48,4,12,4,4,5,4,20,12,4,4,140,4,4,4,4,20,4,4,4,12,4,4,4,4,4,4,4,168,4,4,4,136,4,4,4,4,4,8,546,15,480,58,123,4,4,26,525,11,17,4,16,9,12,5,911,5,88,227,4,12,94,4,9,8,14,17,260,15,1590,4,69,17,4,4,4,524,4,16,4,183,39,6,4,4,112,6,24,4,19,107,70,210,3198,4,4,1604,4,8,4,10,4,4,4,4,4,4,116,5,8,92,13,4,4,6,4,20,4,6,4,8,4,4,4,30,20,4,17,4,6,4,7,8,4,8,4,16,4,4,4,276,12,4,6,,20205.0
201115954E,C,124,104,4,4,4,12,4,4,4,4,4,488,4,4,4,4,4,8,8,4,4,16,4,64,68,4,12,892,12,4,4,884,16,4,16,4,12,56,100,36,4,4,52,4,136,4,2932,4,4,20,4,8,8,64,8,4,4,8,120,4,4,4,4,4,4,4,68,4,4,4,1380,52,4,12,4,4,4,4,20,12,4,4,140,4,4,4,4,20,4,4,4,12,4,4,4,4,4,4,4,168,4,4,4,124,4,4,4,4,4,8,540,24,480,68,152,4,4,8,536,8,20,4,16,8,8,4,856,4,88,172,4,12,60,4,8,4,12,32,296,12,1772,4,188,12,4,4,4,484,4,4,4,180,32,4,4,4,168,12,24,4,8,12,66,320,3522,4,4,1204,4,8,4,16,4,4,4,4,4,4,96,4,4,88,12,4,4,8,4,20,4,4,4,8,4,4,4,24,20,4,20,4,4,4,4,8,4,8,4,16,4,4,4,312,12,4,4,,20880.0
201115954E,C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,231.0
201115954E,C,124,104,4,4,4,12,4,4,4,4,4,490,4,4,4,4,4,8,8,4,4,16,4,64,68,4,12,892,12,4,4,884,16,4,16,4,12,56,100,36,4,4,52,4,136,4,2933,4,4,20,4,8,8,64,8,4,4,8,120,4,4,4,4,4,4,4,68,4,4,4,1397,52,4,12,4,4,4,4,20,12,4,4,140,4,4,4,4,20,4,4,4,12,4,4,4,4,4,4,4,168,4,4,4,124,4,4,4,4,4,8,541,24,480,68,152,4,4,8,536,8,20,4,16,8,8,4,865,4,88,172,4,12,60,4,8,4,12,32,296,12,1772,4,188,12,4,4,4,486,4,4,4,180,32,4,4,4,168,12,24,4,8,12,63,320,3521,4,4,1204,4,8,4,16,4,4,4,4,4,4,96,4,4,88,12,4,4,8,4,20,4,4,4,8,4,4,4,24,20,4,20,4,4,4,4,8,4,8,4,16,4,4,4,312,12,4,4,,20908.0
201115954E,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
201129878D,B,1,2,1,1,1,1,1,1,1,3,3,22,1,1,1,3,4,2,1,2,8,5,1,7,22,1,1,30,2,13,1,3,1,1,1,1,1,404,1,7,4,1,26,1,6,1,614,1,1,2,1,11,9,7,1,1,1,1,19,1,1,5,1,1,1,1,20,1,1,1,102,1,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,47,1,3,10,12,1,1,3,1,1,2,3,3,1,19,1,1,2,19,1,1,91,2,2104,15,41,1,4,1,64,2,1,1,1,1,3,1,46,7,1,1,1,1,1,1,1,1,8,1,25,3,8,8,7,1,1,1,2,40,3,2,1,9,7,1,11,1,9,1,10,1,1,17,1,1,3,1,1,1,1,2,1,1,1,3,1,1,14,1,1,1,1,6,1,1,8,8,1,1,1,3,1,6,1,1,1,7,11,1,1,1,24,4,1,1,1,1,1,1,1,1,1,1,1,1,1,,4324.0
